ID_venta,Sucursal,Fecha,ID_producto,Nombre_producto,Categoría_producto,Precio_unitario,Cantidad_vendida,Monto_total,ID_empleado,Nombre_empleado,Evaluación_atención,Descuento,Ubicación_cliente,Ciudad,Método_pago,Hora_venta
V1332,Sucursal 1,2023-02-02,2,Zapatos deportivos,Electronica,25.0,5,1200.0,E3,Carlos Perez,2,20,Zona 2,Quito,PayPal,Tarde
V1333,Sucursal 1,2023-01-17,3,Cargador inalambrico,Ropa,300.0,6,90.0,E4,Pedro Gomez,2,0,Zona 3,Loja,Tarjeta de debito,Noche
V1334,Sucursal 1,2023-01-21,10,Reloj,Ropa,150.0,2,480.0,E3,Pedro Gomez,2,0,Zona 1,Loja,PayPal,Noche
V1335,Sucursal 1,2023-03-05,8,Zapatos deportivos,Electronica,60.0,3,180.0,E2,Jose Lopez,4,5,Zona 2,Ambato,Efectivo,Mañana
V1336,Sucursal 1,2023-01-15,5,Camiseta,Calzado,30.0,2,240.0,E5,Ana Garcia,3,20,Zona 2,Loja,Tarjeta de debito,Tarde
V1337,Sucursal 1,2023-01-29,4,Smartphone,Accesorios,500.0,4,300.0,E2,Pedro Gomez,3,0,Zona 1,Guayaquil,Tarjeta de credito,Mañana
V1338,Sucursal 1,2023-03-19,3,Reloj,Accesorios,60.0,10,50.0,E1,Lucia Martinez,4,0,Zona 3,Loja,Transferencia,Mañana
V1339,Sucursal 1,2023-01-16,5,Reloj,Electronica,30.0,6,60.0,E1,Carlos Perez,2,5,Zona 3,Loja,Efectivo,Tarde
V1340,Sucursal 1,2023-03-02,3,Smartphone,Ropa,25.0,4,300.0,E1,Jose Lopez,5,15,Zona 1,Loja,Tarjeta de credito,Noche
V1341,Sucursal 1,2023-01-30,3,Camiseta,Ropa,500.0,3,125.0,E5,Carlos Perez,1,20,Zona 1,Loja,Tarjeta de credito,Tarde
V1342,Sucursal 1,2023-01-08,9,Smartphone,Electronica,120.0,10,480.0,E4,Pedro Gomez,3,0,Zona 3,Cuenca,Efectivo,Mañana
V1343,Sucursal 1,2023-02-20,10,Auriculares Bluetooth,Calzado,60.0,2,210.0,E5,Jose Lopez,3,15,Zona 1,Ambato,Tarjeta de debito,Tarde
V1344,Sucursal 1,2023-02-28,6,Tablet,Accesorios,500.0,6,30.0,E1,Lucia Martinez,5,5,Zona 1,Quito,Tarjeta de credito,Noche
V1345,Sucursal 1,2023-03-04,6,Tablet,Accesorios,150.0,4,900.0,E1,Jose Lopez,4,10,Zona 1,Loja,PayPal,Noche
V1346,Sucursal 1,2023-02-12,7,Bicicleta,Electronica,40.0,6,500.0,E4,Lucia Martinez,1,5,Zona 3,Guayaquil,PayPal,Noche
V1347,Sucursal 1,2023-03-22,2,Tablet,Ropa,150.0,1,90.0,E3,Carlos Perez,1,5,Zona 1,Quito,Efectivo,Tarde
V1348,Sucursal 1,2023-03-14,3,Chaqueta de cuero,Ropa,500.0,7,320.0,E2,Jose Lopez,4,0,Zona 1,Quito,Transferencia,Noche
V1349,Sucursal 1,2023-03-16,10,Auriculares Bluetooth,Ropa,25.0,9,480.0,E2,Pedro Gomez,5,15,Zona 3,Loja,Transferencia,Tarde
V1350,Sucursal 1,2023-02-10,3,Cargador inalambrico,Accesorios,30.0,4,900.0,E1,Ana Garcia,1,15,Zona 2,Cuenca,Transferencia,Mañana
V1351,Sucursal 1,2023-02-25,2,Auriculares Bluetooth,Accesorios,300.0,4,480.0,E2,Jose Lopez,5,0,Zona 1,Loja,PayPal,Mañana
V1352,Sucursal 1,2023-03-25,4,Tablet,Calzado,25.0,9,1500.0,E5,Lucia Martinez,5,15,Zona 2,Guayaquil,Efectivo,Mañana
V1353,Sucursal 1,2023-02-05,5,Tablet,Electronica,25.0,2,360.0,E5,Pedro Gomez,5,20,Zona 1,Ambato,PayPal,Mañana
V1354,Sucursal 1,2023-03-22,9,Chaqueta de cuero,Ropa,25.0,6,600.0,E2,Carlos Perez,4,5,Zona 2,Guayaquil,Transferencia,Mañana
V1355,Sucursal 1,2023-02-15,7,Pantalones,Electronica,300.0,5,2500.0,E4,Carlos Perez,2,20,Zona 3,Guayaquil,Tarjeta de debito,Mañana
V1356,Sucursal 1,2023-01-16,5,Auriculares Bluetooth,Calzado,80.0,8,200.0,E5,Ana Garcia,3,5,Zona 2,Guayaquil,Tarjeta de debito,Noche
V1357,Sucursal 1,2023-03-03,1,Smartphone,Calzado,60.0,2,720.0,E2,Lucia Martinez,2,0,Zona 1,Guayaquil,PayPal,Noche
V1358,Sucursal 1,2023-01-17,1,Cargador inalambrico,Electronica,40.0,6,2000.0,E2,Carlos Perez,4,0,Zona 2,Cuenca,Tarjeta de debito,Noche
V1359,Sucursal 1,2023-01-23,1,Camiseta,Accesorios,300.0,6,180.0,E4,Carlos Perez,3,5,Zona 2,Quito,PayPal,Mañana
V1360,Sucursal 1,2023-02-03,1,Smartphone,Electronica,120.0,4,420.0,E1,Jose Lopez,1,10,Zona 1,Ambato,Efectivo,Mañana
V1361,Sucursal 1,2023-02-25,8,Auriculares Bluetooth,Ropa,300.0,1,2500.0,E1,Jose Lopez,5,15,Zona 3,Ambato,Tarjeta de debito,Tarde
V1362,Sucursal 1,2023-03-14,6,Pantalones,Accesorios,80.0,9,160.0,E4,Jose Lopez,1,5,Zona 2,Quito,Efectivo,Noche
V1363,Sucursal 1,2023-03-06,8,Bicicleta,Accesorios,500.0,8,800.0,E1,Lucia Martinez,5,15,Zona 3,Loja,Efectivo,Mañana
V1364,Sucursal 1,2023-03-21,9,Camiseta,Electronica,500.0,6,180.0,E3,Pedro Gomez,1,5,Zona 3,Cuenca,PayPal,Tarde
V1365,Sucursal 1,2023-03-10,9,Tablet,Ropa,500.0,6,80.0,E2,Pedro Gomez,4,0,Zona 3,Quito,Efectivo,Mañana
V1366,Sucursal 1,2023-01-10,10,Bicicleta,Accesorios,80.0,7,60.0,E4,Ana Garcia,4,5,Zona 2,Ambato,PayPal,Tarde
V1367,Sucursal 1,2023-01-16,5,Bicicleta,Calzado,500.0,3,200.0,E1,Pedro Gomez,5,15,Zona 2,Ambato,PayPal,Tarde
V1368,Sucursal 1,2023-01-10,4,Reloj,Electronica,250.0,7,200.0,E5,Jose Lopez,3,15,Zona 3,Quito,Tarjeta de credito,Mañana
V1369,Sucursal 1,2023-02-15,3,Bicicleta,Electronica,40.0,8,160.0,E4,Carlos Perez,1,20,Zona 2,Loja,Tarjeta de debito,Mañana
V1370,Sucursal 1,2023-01-28,7,Cargador inalambrico,Electronica,30.0,4,300.0,E5,Pedro Gomez,4,15,Zona 1,Ambato,Efectivo,Tarde
V1371,Sucursal 1,2023-02-17,1,Tablet,Electronica,300.0,1,1750.0,E5,Carlos Perez,5,15,Zona 2,Guayaquil,Efectivo,Noche
V1372,Sucursal 1,2023-03-04,6,Camiseta,Accesorios,300.0,7,900.0,E1,Jose Lopez,2,10,Zona 1,Loja,PayPal,Mañana
V1373,Sucursal 1,2023-02-02,9,Pantalones,Electronica,300.0,7,3000.0,E1,Ana Garcia,3,0,Zona 1,Quito,Transferencia,Tarde
V1374,Sucursal 1,2023-01-29,7,Pantalones,Accesorios,150.0,5,400.0,E2,Pedro Gomez,2,5,Zona 1,Ambato,Transferencia,Tarde
V1375,Sucursal 1,2023-01-15,4,Cargador inalambrico,Calzado,25.0,8,200.0,E3,Ana Garcia,2,15,Zona 2,Cuenca,Transferencia,Mañana
V1376,Sucursal 1,2023-03-18,7,Camiseta,Calzado,60.0,6,1200.0,E5,Jose Lopez,5,0,Zona 1,Quito,Tarjeta de credito,Noche
V1377,Sucursal 1,2023-03-11,10,Cargador inalambrico,Ropa,150.0,3,2100.0,E5,Lucia Martinez,3,20,Zona 2,Guayaquil,PayPal,Mañana
V1378,Sucursal 1,2023-04-01,4,Zapatos deportivos,Electronica,40.0,9,240.0,E2,Jose Lopez,3,20,Zona 3,Guayaquil,Tarjeta de credito,Mañana
V1379,Sucursal 1,2023-02-26,7,Smartphone,Calzado,60.0,7,480.0,E1,Pedro Gomez,5,0,Zona 3,Quito,PayPal,Tarde
V1380,Sucursal 1,2023-01-28,7,Auriculares Bluetooth,Ropa,250.0,8,400.0,E2,Jose Lopez,2,20,Zona 2,Ambato,Tarjeta de credito,Tarde
V1381,Sucursal 1,2023-02-08,2,Zapatos deportivos,Electronica,25.0,8,600.0,E1,Jose Lopez,5,20,Zona 2,Loja,Transferencia,Noche
V1382,Sucursal 1,2023-02-03,6,Camiseta,Electronica,250.0,2,30.0,E1,Pedro Gomez,5,5,Zona 1,Quito,Tarjeta de credito,Mañana
V1383,Sucursal 1,2023-01-19,10,Auriculares Bluetooth,Electronica,60.0,9,200.0,E4,Ana Garcia,1,20,Zona 3,Guayaquil,Tarjeta de debito,Tarde
V1384,Sucursal 1,2023-03-11,9,Smartphone,Accesorios,120.0,5,250.0,E5,Ana Garcia,2,20,Zona 1,Loja,Efectivo,Mañana
V1385,Sucursal 1,2023-01-17,5,Tablet,Electronica,150.0,1,1200.0,E4,Ana Garcia,2,15,Zona 2,Quito,Tarjeta de debito,Noche
V1386,Sucursal 1,2023-01-23,3,Chaqueta de cuero,Electronica,30.0,10,720.0,E3,Pedro Gomez,2,5,Zona 2,Ambato,PayPal,Noche
V1387,Sucursal 1,2023-01-10,10,Pantalones,Accesorios,250.0,4,480.0,E2,Carlos Perez,3,10,Zona 1,Ambato,Tarjeta de debito,Noche
V1388,Sucursal 1,2023-01-14,5,Cargador inalambrico,Electronica,60.0,7,150.0,E4,Pedro Gomez,2,10,Zona 3,Cuenca,Efectivo,Tarde
V1389,Sucursal 1,2023-03-06,8,Tablet,Electronica,30.0,1,40.0,E3,Ana Garcia,5,15,Zona 2,Ambato,Tarjeta de credito,Tarde
V1390,Sucursal 1,2023-02-11,8,Cargador inalambrico,Calzado,80.0,4,240.0,E2,Ana Garcia,2,15,Zona 2,Ambato,Tarjeta de debito,Mañana
V1391,Sucursal 1,2023-01-23,10,Reloj,Electronica,120.0,1,600.0,E1,Ana Garcia,3,10,Zona 2,Quito,Tarjeta de credito,Noche
V1392,Sucursal 1,2023-03-12,1,Camiseta,Electronica,40.0,2,120.0,E1,Lucia Martinez,2,5,Zona 2,Guayaquil,Efectivo,Noche
V1393,Sucursal 1,2023-01-17,4,Chaqueta de cuero,Accesorios,30.0,2,1800.0,E1,Ana Garcia,1,10,Zona 3,Guayaquil,Tarjeta de credito,Noche
V1394,Sucursal 1,2023-01-10,6,Camiseta,Electronica,250.0,7,3000.0,E2,Pedro Gomez,5,15,Zona 1,Quito,Efectivo,Tarde
V1395,Sucursal 1,2023-02-11,9,Cargador inalambrico,Electronica,120.0,5,150.0,E3,Pedro Gomez,4,15,Zona 3,Ambato,Tarjeta de credito,Noche
V1396,Sucursal 1,2023-03-23,10,Pantalones,Ropa,60.0,10,720.0,E4,Pedro Gomez,5,15,Zona 2,Quito,Tarjeta de debito,Noche
V1397,Sucursal 1,2023-02-18,8,Cargador inalambrico,Calzado,,10,,E4,Lucia Martinez,1,15,Zona 1,Guayaquil,PayPal,Mañana
V1398,Sucursal 1,2023-03-14,9,Smartphone,Ropa,,4,,E4,Carlos Perez,2,10,Zona 3,Loja,PayPal,Mañana
V1399,Sucursal 1,2023-03-23,8,Tablet,Accesorios,30.0,7,1250.0,E4,Carlos Perez,3,0,Zona 3,Loja,Transferencia,Noche
V1400,Sucursal 1,2023-03-13,9,Tablet,Electronica,120.0,2,200.0,E1,Lucia Martinez,4,0,Zona 2,Ambato,Transferencia,Noche
V1401,Sucursal 1,2023-01-19,4,Chaqueta de cuero,Ropa,80.0,9,250.0,E5,Jose Lopez,4,10,Zona 3,Quito,Efectivo,Mañana
V1402,Sucursal 1,2023-02-22,4,Camiseta,Accesorios,30.0,10,1500.0,E5,Ana Garcia,1,15,Zona 1,Guayaquil,Efectivo,Tarde
V1403,Sucursal 1,2023-03-07,9,Pantalones,Accesorios,60.0,5,4000.0,E5,Carlos Perez,5,5,Zona 3,Quito,PayPal,Noche
V1404,Sucursal 1,2023-03-11,6,Cargador inalambrico,Electronica,30.0,8,180.0,E1,Pedro Gomez,4,15,Zona 1,Quito,PayPal,Tarde
V1405,Sucursal 1,2023-03-27,7,Smartphone,Electronica,25.0,4,560.0,E1,Pedro Gomez,5,5,Zona 1,Cuenca,Tarjeta de debito,Tarde
V1406,Sucursal 1,2023-03-26,1,Tablet,Calzado,30.0,7,125.0,E5,Jose Lopez,4,5,Zona 2,Guayaquil,Transferencia,Tarde
V1407,Sucursal 1,2023-02-25,8,Pantalones,Ropa,60.0,1,25.0,E5,Carlos Perez,4,15,Zona 3,Ambato,Efectivo,Noche
V1408,Sucursal 1,2023-01-31,9,Smartphone,Accesorios,60.0,4,1250.0,E5,Carlos Perez,2,10,Zona 1,Loja,Tarjeta de debito,Tarde
V1409,Sucursal 1,2023-02-21,1,Cargador inalambrico,Accesorios,25.0,3,1500.0,E3,Jose Lopez,3,5,Zona 3,Guayaquil,PayPal,Tarde
V1410,Sucursal 1,2023-03-30,10,Smartphone,Electronica,80.0,9,900.0,E3,Pedro Gomez,5,0,Zona 2,Quito,Tarjeta de credito,Tarde
V1411,Sucursal 1,2023-02-18,3,Reloj,Electronica,30.0,9,840.0,E3,Jose Lopez,4,10,Zona 2,Loja,PayPal,Mañana
V1412,Sucursal 1,2023-01-29,5,Smartphone,Electronica,60.0,7,600.0,E3,Lucia Martinez,2,20,Zona 2,Quito,Transferencia,Mañana
V1413,Sucursal 1,2023-03-01,10,Smartphone,Calzado,250.0,8,480.0,E2,Lucia Martinez,1,10,Zona 2,Cuenca,Efectivo,Noche
V1414,Sucursal 1,2023-01-23,1,Zapatos deportivos,Ropa,60.0,7,180.0,E2,Jose Lopez,5,15,Zona 3,Cuenca,PayPal,Tarde
V1415,Sucursal 1,2023-01-13,7,Auriculares Bluetooth,Calzado,40.0,9,90.0,E4,Jose Lopez,2,10,Zona 1,Ambato,Efectivo,Mañana
V1416,Sucursal 1,2023-02-07,9,Cargador inalambrico,Accesorios,60.0,2,60.0,E4,Jose Lopez,3,10,Zona 3,Ambato,Tarjeta de credito,Mañana
V1417,Sucursal 1,2023-01-12,1,Pantalones,Ropa,40.0,5,2500.0,E5,Jose Lopez,1,5,Zona 1,Cuenca,Efectivo,Tarde
V1418,Sucursal 1,2023-01-14,1,Camiseta,Accesorios,500.0,3,150.0,E5,Jose Lopez,2,15,Zona 3,Loja,Tarjeta de debito,Tarde
V1419,Sucursal 1,2023-01-12,2,Camiseta,Accesorios,80.0,10,3500.0,E2,Pedro Gomez,5,10,Zona 2,Guayaquil,Tarjeta de credito,Tarde
V1420,Sucursal 1,2023-01-01,8,Auriculares Bluetooth,Electronica,250.0,7,4500.0,E1,Carlos Perez,1,0,Zona 1,Quito,PayPal,Mañana
V1421,Sucursal 1,2023-03-19,1,Chaqueta de cuero,Accesorios,25.0,7,1200.0,E1,Ana Garcia,4,10,Zona 2,Guayaquil,Tarjeta de credito,Mañana
V1422,Sucursal 1,2023-01-31,4,Auriculares Bluetooth,Accesorios,150.0,2,60.0,E4,Pedro Gomez,1,15,Zona 1,Guayaquil,Transferencia,Mañana
V1423,Sucursal 1,2023-03-31,6,Smartphone,Electronica,60.0,10,3000.0,E3,Ana Garcia,2,20,Zona 2,Quito,Tarjeta de credito,Tarde
V1424,Sucursal 1,2023-03-12,4,Cargador inalambrico,Electronica,30.0,1,480.0,E1,Ana Garcia,5,20,Zona 1,Quito,Tarjeta de debito,Mañana
V1425,Sucursal 1,2023-03-15,8,Reloj,Calzado,40.0,1,4500.0,E4,Carlos Perez,3,5,Zona 2,Guayaquil,Tarjeta de credito,Mañana
V1426,Sucursal 1,2023-02-12,8,Chaqueta de cuero,Ropa,150.0,1,5000.0,E3,Pedro Gomez,2,20,Zona 1,Quito,Efectivo,Mañana
V1427,Sucursal 1,2023-03-15,1,Camiseta,Electronica,40.0,8,60.0,E5,Ana Garcia,4,0,Zona 3,Quito,PayPal,Mañana
V1428,Sucursal 1,2023-03-10,2,Reloj,Ropa,150.0,2,1000.0,E3,Lucia Martinez,1,10,Zona 3,Loja,Tarjeta de debito,Tarde
V1429,Sucursal 1,2023-02-16,9,Tablet,Accesorios,500.0,7,125.0,E1,Lucia Martinez,1,20,Zona 3,Loja,Tarjeta de credito,Tarde
V1430,Sucursal 1,2023-01-13,1,Zapatos deportivos,Calzado,500.0,1,250.0,E4,Jose Lopez,4,15,Zona 1,Cuenca,Transferencia,Tarde
V1431,Sucursal 1,2023-03-24,3,Zapatos deportivos,Accesorios,80.0,4,500.0,E4,Lucia Martinez,3,5,Zona 1,Quito,Tarjeta de credito,Tarde
V1432,Sucursal 1,2023-02-13,1,Reloj,Accesorios,250.0,1,25.0,E2,Jose Lopez,2,15,Zona 2,Quito,Tarjeta de credito,Tarde
V1433,Sucursal 1,2023-03-16,5,Cargador inalambrico,Accesorios,25.0,2,1000.0,E5,Pedro Gomez,4,15,Zona 2,Cuenca,PayPal,Mañana
V1434,Sucursal 1,2023-03-06,1,Pantalones,Ropa,300.0,2,40.0,E5,Ana Garcia,5,10,Zona 3,Cuenca,Tarjeta de debito,Mañana
V1435,Sucursal 1,2023-03-10,2,Zapatos deportivos,Ropa,60.0,1,200.0,E5,Carlos Perez,3,20,Zona 3,Loja,Transferencia,Noche
V1436,Sucursal 1,2023-03-31,7,Chaqueta de cuero,Ropa,25.0,6,360.0,E3,Pedro Gomez,5,0,Zona 3,Loja,PayPal,Noche
V1437,Sucursal 1,2023-03-11,5,Cargador inalambrico,Calzado,250.0,4,240.0,E2,Pedro Gomez,3,5,Zona 1,Quito,PayPal,Noche
V1438,Sucursal 1,2023-01-26,7,Reloj,Electronica,40.0,7,270.0,E3,Jose Lopez,3,5,Zona 1,Loja,Tarjeta de credito,Tarde
V1439,Sucursal 1,2023-03-29,10,Bicicleta,Calzado,120.0,4,200.0,E4,Ana Garcia,4,10,Zona 2,Loja,Transferencia,Noche
V1440,Sucursal 1,2023-01-31,5,Auriculares Bluetooth,Ropa,250.0,8,1500.0,E2,Lucia Martinez,5,5,Zona 3,Ambato,Tarjeta de credito,Mañana
V1441,Sucursal 1,2023-03-10,8,Camiseta,Ropa,30.0,10,120.0,E3,Jose Lopez,1,15,Zona 3,Quito,Tarjeta de debito,Tarde
V1442,Sucursal 1,2023-01-15,1,Zapatos deportivos,Electronica,80.0,8,720.0,E3,Lucia Martinez,2,0,Zona 1,Guayaquil,PayPal,Mañana
V1443,Sucursal 1,2023-02-06,9,Smartphone,Electronica,25.0,4,280.0,E4,Pedro Gomez,5,10,Zona 2,Loja,PayPal,Tarde
V1444,Sucursal 1,2023-03-09,2,Smartphone,Electronica,120.0,10,640.0,E3,Ana Garcia,2,0,Zona 3,Loja,Efectivo,Noche
V1445,Sucursal 1,2023-02-05,2,Zapatos deportivos,Ropa,500.0,7,400.0,E3,Pedro Gomez,4,0,Zona 1,Ambato,Tarjeta de credito,Tarde
V1446,Sucursal 1,2023-02-09,10,Chaqueta de cuero,Accesorios,40.0,10,250.0,E2,Jose Lopez,4,0,Zona 1,Cuenca,Tarjeta de debito,Mañana
V1447,Sucursal 1,2023-02-14,7,Auriculares Bluetooth,Electronica,300.0,8,480.0,E2,Carlos Perez,3,10,Zona 1,Ambato,Tarjeta de debito,Mañana
V1448,Sucursal 1,2023-01-11,4,Cargador inalambrico,Electronica,150.0,2,1000.0,E2,Ana Garcia,3,0,Zona 3,Guayaquil,PayPal,Noche
V1449,Sucursal 1,2023-01-22,4,Camiseta,Accesorios,60.0,6,5000.0,E3,Carlos Perez,4,10,Zona 1,Loja,PayPal,Mañana
V1450,Sucursal 1,2023-03-27,10,Bicicleta,Electronica,250.0,9,4500.0,E3,Ana Garcia,3,15,Zona 1,Loja,PayPal,Noche
V1451,Sucursal 1,2023-03-11,10,Bicicleta,Ropa,25.0,4,3500.0,E5,Ana Garcia,1,5,Zona 3,Cuenca,Tarjeta de credito,Mañana
V1452,Sucursal 1,2023-03-27,4,Tablet,Electronica,,1,,E5,Pedro Gomez,4,20,Zona 3,Loja,Efectivo,Noche
V1453,Sucursal 1,2023-03-10,2,Camiseta,Accesorios,500.0,2,150.0,E1,Pedro Gomez,2,15,Zona 2,Guayaquil,Tarjeta de debito,Tarde
V1454,Sucursal 1,2023-01-17,9,Smartphone,Electronica,80.0,4,480.0,E3,Pedro Gomez,1,10,Zona 2,Ambato,Tarjeta de credito,Tarde
V1455,Sucursal 1,2023-03-18,9,Smartphone,Accesorios,80.0,7,120.0,E3,Ana Garcia,4,20,Zona 1,Cuenca,Tarjeta de debito,Tarde
V1456,Sucursal 1,2023-03-01,3,Auriculares Bluetooth,Electronica,,6,,E3,Lucia Martinez,4,15,Zona 1,Loja,PayPal,Noche
V1457,Sucursal 1,2023-02-19,10,Bicicleta,Electronica,300.0,3,150.0,E1,Ana Garcia,3,10,Zona 1,Loja,Transferencia,Tarde
V1458,Sucursal 1,2023-01-24,9,Bicicleta,Accesorios,80.0,4,280.0,E2,Lucia Martinez,1,0,Zona 1,Loja,PayPal,Noche
V1459,Sucursal 1,2023-03-03,9,Zapatos deportivos,Electronica,40.0,4,3000.0,E4,Jose Lopez,2,0,Zona 2,Guayaquil,PayPal,Noche
V1460,Sucursal 1,2023-03-17,9,Pantalones,Electronica,300.0,1,900.0,E3,Pedro Gomez,5,0,Zona 3,Loja,Efectivo,Noche
V1461,Sucursal 1,2023-03-04,3,Zapatos deportivos,Accesorios,300.0,4,240.0,E5,Ana Garcia,1,0,Zona 1,Guayaquil,Tarjeta de credito,Tarde
V1462,Sucursal 1,2023-03-22,10,Auriculares Bluetooth,Accesorios,300.0,7,250.0,E3,Lucia Martinez,5,0,Zona 2,Ambato,PayPal,Noche
V1463,Sucursal 1,2023-03-07,1,Camiseta,Electronica,30.0,10,240.0,E1,Jose Lopez,2,0,Zona 2,Quito,Tarjeta de credito,Mañana
V1464,Sucursal 1,2023-01-19,2,Smartphone,Calzado,,10,,E4,Pedro Gomez,5,15,Zona 1,Quito,Tarjeta de debito,Mañana
V1465,Sucursal 1,2023-01-12,4,Reloj,Accesorios,500.0,3,1080.0,E2,Lucia Martinez,3,10,Zona 1,Cuenca,Tarjeta de credito,Mañana
V1466,Sucursal 1,2023-03-09,10,Chaqueta de cuero,Accesorios,25.0,5,1750.0,E1,Ana Garcia,4,5,Zona 1,Quito,PayPal,Mañana
V1467,Sucursal 1,2023-01-15,3,Pantalones,Electronica,25.0,7,3000.0,E2,Jose Lopez,3,20,Zona 1,Loja,Efectivo,Tarde
V1468,Sucursal 1,2023-02-13,2,Cargador inalambrico,Calzado,500.0,3,1500.0,E5,Ana Garcia,4,5,Zona 1,Guayaquil,Efectivo,Noche
V1469,Sucursal 1,2023-01-05,10,Chaqueta de cuero,Ropa,120.0,6,300.0,E1,Pedro Gomez,2,10,Zona 2,Ambato,Transferencia,Noche
V1470,Sucursal 1,2023-01-17,2,Pantalones,Electronica,60.0,6,250.0,E1,Lucia Martinez,2,0,Zona 3,Ambato,PayPal,Mañana
V1471,Sucursal 1,2023-02-15,6,Chaqueta de cuero,Accesorios,25.0,8,480.0,E4,Pedro Gomez,2,5,Zona 3,Ambato,PayPal,Noche
V1472,Sucursal 1,2023-01-21,4,Zapatos deportivos,Ropa,60.0,3,4500.0,E5,Lucia Martinez,3,20,Zona 3,Quito,PayPal,Tarde
V1473,Sucursal 1,2023-01-26,8,Smartphone,Electronica,30.0,5,3000.0,E1,Ana Garcia,3,5,Zona 1,Cuenca,Efectivo,Noche
V1474,Sucursal 1,2023-01-14,1,Pantalones,Ropa,,9,,E2,Pedro Gomez,2,5,Zona 2,Loja,Tarjeta de credito,Noche
V1475,Sucursal 1,2023-02-04,1,Tablet,Electronica,80.0,8,120.0,E1,Jose Lopez,5,0,Zona 2,Loja,Transferencia,Mañana
V1476,Sucursal 1,2023-03-23,9,Pantalones,Accesorios,40.0,10,360.0,E5,Carlos Perez,3,15,Zona 1,Guayaquil,Tarjeta de credito,Tarde
V1477,Sucursal 1,2023-02-02,9,Reloj,Calzado,40.0,9,200.0,E1,Pedro Gomez,1,5,Zona 3,Guayaquil,Transferencia,Mañana
V1478,Sucursal 1,2023-03-15,6,Cargador inalambrico,Electronica,40.0,1,150.0,E3,Lucia Martinez,3,15,Zona 2,Loja,PayPal,Mañana
V1479,Sucursal 1,2023-03-07,10,Smartphone,Electronica,300.0,2,40.0,E1,Jose Lopez,2,15,Zona 1,Guayaquil,Tarjeta de debito,Mañana
V1480,Sucursal 1,2023-02-21,5,Auriculares Bluetooth,Accesorios,80.0,4,240.0,E5,Pedro Gomez,2,15,Zona 1,Cuenca,Efectivo,Tarde
V1481,Sucursal 1,2023-01-16,1,Pantalones,Ropa,30.0,5,4500.0,E4,Ana Garcia,4,5,Zona 3,Ambato,PayPal,Mañana
V1482,Sucursal 1,2023-01-21,10,Smartphone,Electronica,40.0,1,1000.0,E3,Pedro Gomez,3,0,Zona 3,Loja,PayPal,Tarde
V1483,Sucursal 1,2023-03-01,8,Bicicleta,Electronica,250.0,9,90.0,E5,Ana Garcia,5,0,Zona 3,Quito,Transferencia,Mañana
V1484,Sucursal 1,2023-01-11,1,Tablet,Electronica,500.0,1,150.0,E3,Ana Garcia,1,20,Zona 1,Loja,PayPal,Mañana
V1485,Sucursal 1,2023-02-17,8,Camiseta,Electronica,30.0,10,640.0,E1,Jose Lopez,1,5,Zona 1,Loja,Efectivo,Tarde
V1486,Sucursal 1,2023-01-03,9,Chaqueta de cuero,Ropa,25.0,8,300.0,E3,Ana Garcia,1,5,Zona 3,Ambato,Tarjeta de credito,Tarde
V1487,Sucursal 1,2023-02-12,8,Reloj,Ropa,300.0,5,120.0,E4,Lucia Martinez,4,10,Zona 2,Ambato,Tarjeta de debito,Tarde
V1488,Sucursal 1,2023-03-16,4,Camiseta,Ropa,25.0,2,1500.0,E2,Ana Garcia,4,0,Zona 3,Ambato,Efectivo,Tarde
V1489,Sucursal 1,2023-02-13,7,Tablet,Electronica,80.0,2,80.0,E1,Jose Lopez,2,10,Zona 1,Cuenca,Tarjeta de credito,Noche
V1490,Sucursal 1,2023-02-19,7,Bicicleta,Electronica,120.0,10,60.0,E5,Ana Garcia,2,10,Zona 2,Cuenca,Efectivo,Mañana
V1491,Sucursal 1,2023-03-22,8,Bicicleta,Accesorios,60.0,6,80.0,E2,Carlos Perez,5,20,Zona 2,Guayaquil,PayPal,Noche
V1492,Sucursal 1,2023-02-22,4,Reloj,Ropa,150.0,7,750.0,E4,Jose Lopez,2,5,Zona 1,Quito,Transferencia,Mañana
V1493,Sucursal 1,2023-01-17,9,Cargador inalambrico,Accesorios,300.0,3,1500.0,E4,Jose Lopez,3,20,Zona 2,Quito,Tarjeta de debito,Tarde
V1494,Sucursal 1,2023-02-25,2,Tablet,Ropa,500.0,6,300.0,E5,Lucia Martinez,1,5,Zona 1,Cuenca,Tarjeta de debito,Tarde
V1495,Sucursal 1,2023-02-23,5,Chaqueta de cuero,Ropa,40.0,5,1000.0,E2,Pedro Gomez,1,5,Zona 1,Loja,Tarjeta de debito,Noche
V1496,Sucursal 1,2023-03-17,5,Tablet,Electronica,30.0,8,480.0,E4,Pedro Gomez,3,10,Zona 2,Loja,Transferencia,Tarde
V1497,Sucursal 1,2023-03-05,1,Smartphone,Electronica,500.0,3,500.0,E2,Carlos Perez,5,15,Zona 3,Cuenca,PayPal,Mañana
V1498,Sucursal 1,2023-01-01,1,Tablet,Ropa,30.0,1,40.0,E5,Carlos Perez,3,15,Zona 1,Loja,Tarjeta de credito,Mañana
V1499,Sucursal 1,2023-01-07,5,Cargador inalambrico,Electronica,80.0,9,480.0,E3,Pedro Gomez,4,10,Zona 1,Cuenca,Tarjeta de debito,Tarde
